age,tenth_percentage,twelfth_or_diploma_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,certifications_count,project_count,gender_Female,gender_Male,gender_Other,preferred_work_type_Analytical,preferred_work_type_Creative,preferred_work_type_Management,preferred_work_type_Technical,preferred_domain_AI-ML,preferred_domain_Cloud,preferred_domain_Data,preferred_domain_Security,preferred_domain_Web,personality_type_Analytical,personality_type_Creative,personality_type_Leader,personality_type_Logical,internship_experience_No,internship_experience_Yes,favorite_subject_DBMS,favorite_subject_Math,favorite_subject_Python,favorite_subject_Statistics,favorite_subject_Web
19,88.6,71.21,68,48,62,67,83,31,57,90,2,2,8,5,3,5,2,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
18,78.67,82.02,62,96,67,80,61,70,96,93,9,2,3,5,1,6,3,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
20,75.47,86.78,86,71,61,90,78,60,85,82,10,3,4,3,3,3,1,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
19,74.4,68.81,86,75,54,99,36,59,85,100,3,4,9,4,4,2,2,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
19,77.23,83.49,70,86,48,100,35,43,83,98,10,4,3,2,4,1,3,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
20,85.04,79.74,78,88,93,96,67,35,91,86,4,1,10,4,4,4,4,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
17,72.46,62.32,72,77,81,63,83,35,92,51,1,10,3,2,2,5,0,4,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,81.0,76.88,56,94,54,80,56,78,72,74,2,1,5,3,5,10,3,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,83.7,81.28,84,84,72,86,47,41,64,82,4,2,3,1,1,10,2,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
22,81.59,77.45,75,90,83,86,61,69,87,80,2,5,10,5,1,3,2,6,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,87.19,77.67,99,48,79,80,58,57,94,71,6,4,10,6,5,5,3,4,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,70.92,99.0,91,90,95,82,50,38,80,91,2,5,10,5,6,2,1,5,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
20,81.87,94.61,95,81,47,97,54,36,97,86,10,1,3,1,7,7,4,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
22,71.22,70.87,61,75,82,70,45,60,72,73,2,2,10,2,6,6,3,4,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
20,96.61,69.36,89,74,80,100,84,57,64,84,10,2,1,2,6,2,4,7,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
20,69.65,70.59,79,80,86,88,51,59,75,83,6,4,5,1,2,10,0,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,80.35,58.93,77,71,59,88,42,64,57,77,2,6,6,4,2,7,1,5,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
20,70.44,83.86,57,46,90,65,84,48,87,93,2,6,5,5,6,2,3,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
20,77.87,68.26,67,45,86,70,44,73,49,100,8,7,1,1,6,5,1,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
19,78.92,74.59,60,44,51,79,75,51,65,72,5,9,1,5,4,3,2,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
20,74.93,82.0,63,86,90,75,68,38,74,90,1,5,7,3,6,5,4,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
21,75.49,80.45,80,100,38,95,39,56,55,64,10,4,7,4,6,1,2,5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,81.22,57.39,79,91,67,70,59,75,96,100,7,1,3,2,4,5,7,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
17,75.53,62.6,82,71,49,69,86,31,90,51,2,10,3,2,2,6,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20,77.9,72.54,100,73,95,71,37,71,59,76,5,4,8,5,6,10,2,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
17,87.52,93.83,69,76,54,82,99,40,58,83,6,10,4,5,6,5,3,6,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
21,92.57,87.02,89,94,74,81,72,51,99,78,9,4,2,1,1,6,3,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,77.81,65.71,81,57,72,85,52,37,49,83,3,1,7,1,7,1,1,4,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
21,83.71,66.45,67,98,75,80,41,51,73,98,10,2,2,1,6,5,1,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
21,62.56,85.84,100,52,41,77,68,41,79,93,5,3,7,2,8,4,4,5,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
23,73.32,76.53,62,65,70,72,87,66,87,100,1,4,5,3,2,10,0,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
19,75.45,68.89,100,97,91,80,76,58,56,76,10,1,1,5,7,3,1,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,78.94,94.91,97,96,81,84,60,51,66,100,10,3,3,6,4,3,4,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
22,71.1,89.33,84,93,90,91,68,35,71,71,10,4,3,3,1,4,4,2,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
19,81.53,74.52,100,71,82,64,89,35,58,71,5,2,9,1,3,7,3,4,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
21,88.93,84.67,64,80,60,82,76,53,55,93,7,4,2,1,7,5,2,5,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
23,71.99,81.99,77,61,56,58,93,61,93,64,4,5,3,6,8,5,5,3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
21,82.02,81.09,90,70,76,76,85,40,80,99,6,1,9,4,6,2,0,5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,83.61,67.62,57,81,81,93,61,49,90,77,9,5,2,5,5,4,4,5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
22,73.76,70.42,84,65,45,81,76,74,70,81,3,5,10,2,6,1,0,5,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
21,71.49,77.03,65,69,85,82,64,76,60,89,7,7,5,6,2,10,3,6,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
18,75.98,76.95,60,40,59,77,79,49,57,71,3,10,1,5,2,5,2,5,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
18,85.86,75.31,93,82,72,92,71,41,96,75,4,8,3,5,1,10,2,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,69.01,73.7,70,89,84,87,74,41,58,79,3,6,5,6,2,7,0,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
20,86.82,94.2,98,100,86,96,51,62,66,91,10,5,3,6,6,1,2,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
23,80.29,82.62,100,76,76,51,35,66,48,80,10,1,7,4,4,1,3,3,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
21,80.79,77.12,73,90,93,90,59,37,88,89,5,2,9,6,3,5,3,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
18,68.1,77.6,91,100,92,79,82,59,83,100,10,3,4,4,4,4,1,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
17,75.86,74.78,83,93,82,79,59,80,85,91,5,5,10,6,2,6,1,8,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
23,78.12,68.33,53,68,91,78,61,59,100,100,2,1,10,3,5,1,2,5,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,81.22,68.47,60,59,65,55,53,71,51,77,1,6,5,1,3,4,3,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
18,93.64,89.26,97,77,53,64,83,80,55,98,6,4,10,6,3,1,3,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
20,63.96,80.42,64,44,72,85,80,57,66,82,6,10,5,3,1,4,2,8,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
17,74.5,96.14,98,70,54,82,74,39,95,82,4,4,9,2,4,4,4,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
21,76.29,73.87,82,97,75,95,89,35,47,72,10,1,4,2,4,1,2,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
17,74.13,78.4,89,87,57,79,50,43,98,92,6,2,1,1,5,10,2,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,73.77,66.49,63,98,57,62,65,43,50,83,7,3,5,6,2,1,2,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
17,76.18,81.2,81,78,66,80,93,53,64,72,3,10,2,1,6,2,0,4,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
21,84.41,79.45,95,75,52,78,67,41,87,71,9,3,6,1,3,8,1,2,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
21,78.61,69.02,71,100,83,84,59,35,73,75,4,3,10,1,2,2,1,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,79.03,73.33,52,68,59,82,69,64,76,93,8,4,4,6,10,1,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
22,85.54,72.87,71,48,100,70,47,100,60,82,2,1,5,10,3,4,3,4,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
20,75.95,90.41,53,73,78,44,49,48,100,69,5,1,1,4,1,6,1,7,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
20,72.56,64.2,61,44,63,53,85,53,87,81,1,1,5,4,2,1,1,0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
19,86.33,77.13,85,48,94,64,84,69,78,91,4,5,10,5,4,3,1,4,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
17,74.66,87.33,61,62,47,87,72,68,76,94,1,4,10,7,4,1,3,6,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
19,66.53,81.28,86,92,85,80,70,61,71,69,3,4,8,5,7,8,1,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,63.43,97.89,63,67,87,55,95,80,75,87,3,10,3,6,3,4,1,6,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
21,73.97,84.46,83,65,81,81,89,61,82,72,7,10,1,6,4,1,2,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
21,89.34,61.03,94,84,67,97,59,51,79,92,10,6,6,1,4,2,2,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
21,92.81,79.2,79,100,52,76,85,76,60,77,5,2,7,4,5,5,1,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
21,74.74,70.99,88,96,100,72,62,46,60,97,8,4,1,4,1,4,4,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
17,67.01,97.66,93,88,67,99,78,56,96,73,1,2,2,2,3,7,2,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
17,78.63,76.39,89,49,75,67,45,49,84,99,1,3,10,4,1,1,1,4,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,82.1,91.67,97,75,93,93,62,45,75,93,4,5,5,6,3,7,3,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,78.28,70.41,70,76,85,65,88,86,60,55,4,8,5,3,3,7,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
19,81.22,67.94,97,76,55,61,85,44,61,96,6,5,10,6,2,1,1,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
18,75.02,72.8,65,80,49,74,59,69,58,80,6,1,1,6,9,5,3,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
19,80.64,82.77,60,90,68,100,41,57,72,77,10,4,1,2,3,3,2,8,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
19,82.3,66.38,58,44,87,60,84,40,52,78,1,8,5,3,4,4,1,5,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
19,79.52,55.0,61,53,59,44,77,55,94,70,3,2,4,4,3,3,1,4,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
19,64.46,78.11,86,93,62,73,49,50,60,95,8,3,1,3,2,2,0,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,93.01,81.24,90,84,84,93,69,59,89,73,6,3,9,6,6,2,1,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,92.35,72.44,66,88,58,85,49,43,70,73,1,1,9,2,2,3,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
20,81.61,89.1,90,91,85,97,84,76,91,92,2,5,2,1,5,8,2,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
